ID,S1_Progress,S2_Progress,S1_Attention1,S1_Attention2,S1_Attention3,S1_AttentionFailed,S2_Attention1,S2_Attention_2,S2_Attention_3,S2_AttentionFailed,Gender,Gender_TEXT,Ethnicity,Ethnicity_TEXT,Education,Religion,Religion_9_TEXT,Hel_Pr1,Hel_Pr2,Hel_Pr3,Hel_Pr4,Hel_Pr5,Hel_Pr6,Hel_Pr7,Age,Rrel_exp4,ICQ1,ICQ2,ICQ3,ICQ4,ICQ5,ICQ6,ICQ7,ICQ8,ICQ9,ICQ10,ICQ11,ICQ12,ICQ13,ICQ14,ICQ15,RecFP_1,RecFP_2,RecFP_3,RecFP_4,RecFP_5,RecFP_6,RecFP_7,RecFP_8,AuthFP_1,AuthFP_2,AuthFP_3,AuthFP_4,AuthFP_5,AuthFP_6,AuthFP_7,AuthFP_8
354,100,100,Strongly disagree,Neither agree nor disagree,Agree,No,Quite unimportant,Often,Moderately so,No,Female,,Chinese,,Bachelor’s degree,Christianity,,Agree,Agree,Agree,Strongly agree,Strongly agree,Strongly agree,Agree,25,7 - 12 months,I'm always good at this,I'm always good at this,I'm only fair at this,I'm always good at this,I'm OK at this,I'm only fair at this,I'm always good at this,I'm always good at this,I'm always good at this,I'm always good at this,I'm OK at this,I'm OK at this,I'm always good at this,I'm always good at this,I'm always good at this,Extremely important,Extremely important,Extremely important,Extremely important,Extremely important,Extremely important,Extremely important,Extremely important,Quite important,Quite unimportant,Quite important,Quite important,Quite unimportant,Quite important,Quite important,Slightly unimportant
356,100,100,Disagree,Neither agree nor disagree,Agree,No,Quite unimportant,Often,Moderately so,No,Female,,Malay,,Master’s degree,Islam,,Agree,Disagree,Agree,Agree,Disagree,Agree,Disagree,31,more than 1 year but less than 3 years,I'm OK at this,I'm only fair at this,I'm OK at this,I'm OK at this,I'm OK at this,I'm OK at this,I'm OK at this,I'm OK at this,I'm OK at this,I'm always good at this,I'm OK at this,I'm OK at this,I'm OK at this,I'm OK at this,I'm always good at this,Extremely important,Quite important,Extremely important,Extremely important,Quite important,Quite important,Extremely important,Extremely important,Slightly important,Slightly unimportant,Slightly important,Slightly unimportant,Slightly important,Quite important,Slightly important,Quite important
375,100,100,Disagree,Neither agree nor disagree,Agree,No,Quite unimportant,Often,Moderately so,No,Male,,Chinese,,Bachelor’s degree,Taoism,,Agree,Disagree,Disagree,Strongly disagree,Disagree,Strongly agree,Undecided,28,7 - 12 months,I'm only fair at this,I'm always poor at this,I'm only fair at this,I'm only fair at this,I'm only fair at this,I'm only fair at this,I'm OK at this,I'm OK at this,I'm OK at this,I'm OK at this,I'm only fair at this,I'm OK at this,I'm always poor at this,I'm only fair at this,I'm OK at this,Extremely important,Quite important,Quite important,Quite important,Quite important,Extremely important,Extremely important,Slightly important,Slightly important,Quite unimportant,Slightly unimportant,Slightly important,Quite unimportant,Slightly important,Quite important,Extremely unimportant
383,100,100,Disagree,Neither agree nor disagree,Agree,No,Quite unimportant,Often,Moderately so,No,Male,,"Other, please specify:",Siamese,Professional degree,Buddhism,,Agree,Strongly disagree,Strongly agree,Agree,Disagree,Strongly disagree,Strongly disagree,29,more than 5 years but less than 10 years,I'm OK at this,I'm OK at this,I'm OK at this,I'm always good at this,I'm only fair at this,I'm only fair at this,I'm always good at this,I'm always good at this,I'm always good at this,I'm OK at this,I'm OK at this,I'm OK at this,I'm OK at this,I'm always good at this,I'm always poor at this,Slightly important,Slightly important,Quite important,Slightly unimportant,Slightly important,Slightly important,Extremely important,Slightly important,Quite unimportant,Extremely unimportant,Quite unimportant,Extremely unimportant,Extremely unimportant,Extremely unimportant,Extremely important,Extremely unimportant
394,100,100,Disagree,Neither agree nor disagree,Agree,No,Quite unimportant,Often,Moderately so,No,Male,,Malay,,Bachelor’s degree,Islam,,Disagree,Disagree,Strongly agree,Agree,Agree,Undecided,Strongly agree,31,NA,I'm only fair at this,I'm always poor at this,I'm always poor at this,I'm only fair at this,I'm always poor at this,I'm always poor at this,I'm always good at this,I'm OK at this,I'm always good at this,I'm OK at this,I'm always poor at this,I'm only fair at this,I'm always good at this,I'm OK at this,I'm always good at this,Extremely important,Extremely important,Extremely important,Extremely important,Extremely important,Extremely important,Extremely important,Extremely important,Quite important,Extremely unimportant,Quite important,Slightly unimportant,Quite important,Quite important,Quite important,Extremely unimportant
397,100,100,Disagree,Neither agree nor disagree,Agree,No,Quite unimportant,Often,Moderately so,No,Male,,Malay,,College/Pre-university graduate,Islam,,Undecided,Strongly disagree,Undecided,Undecided,Strongly disagree,Disagree,Undecided,36,more than 5 years but less than 10 years,I'm only fair at this,I'm OK at this,I'm always good at this,I'm only fair at this,I'm always good at this,I'm always good at this,I'm OK at this,I'm OK at this,I'm only fair at this,I'm only fair at this,I'm always good at this,I'm always good at this,I'm only fair at this,I'm always poor at this,I'm only fair at this,Extremely important,Slightly important,Quite important,Quite important,Slightly important,Extremely important,Slightly important,Slightly important,Slightly important,Quite unimportant,Extremely important,Quite important,Extremely important,Extremely important,Slightly unimportant,Quite unimportant
401,100,100,Disagree,Neither agree nor disagree,Agree,No,Quite unimportant,Often,Moderately so,No,Female,,Malay,,Master’s degree,Islam,,Undecided,Disagree,Agree,Undecided,Agree,Disagree,Disagree,29,NA,I'm OK at this,I'm only fair at this,I'm always poor at this,I'm only fair at this,I'm OK at this,I'm OK at this,I'm always good at this,I'm always good at this,I'm always good at this,I'm only fair at this,I'm only fair at this,I'm always good at this,I'm OK at this,I'm only fair at this,I'm OK at this,Extremely important,Quite important,Extremely important,Extremely important,Extremely important,Extremely important,Extremely important,Extremely important,Slightly unimportant,Quite unimportant,Extremely important,Quite unimportant,Slightly unimportant,Quite important,Slightly unimportant,Quite unimportant
414,100,100,Disagree,Neither agree nor disagree,Agree,No,Quite unimportant,Often,Moderately so,No,Male,,Chinese,,Bachelor’s degree,Buddhism,,Agree,Strongly agree,Undecided,Disagree,Agree,Undecided,Disagree,27,7 - 12 months,I'm OK at this,I'm only fair at this,I'm always poor at this,I'm always poor at this,I'm always poor at this,I'm always poor at this,I'm only fair at this,I'm OK at this,I'm only fair at this,I'm OK at this,I'm OK at this,I'm OK at this,I'm only fair at this,I'm only fair at this,I'm only fair at this,Extremely important,Quite important,Quite important,Extremely important,Extremely important,Extremely important,Extremely important,Extremely important,Slightly important,Slightly unimportant,Slightly unimportant,Extremely unimportant,Slightly important,Slightly unimportant,Extremely unimportant,Slightly unimportant
419,100,100,Disagree,Agree,Agree,No,Quite unimportant,Often,Moderately so,No,Female,,Chinese,,Doctorate,Christianity,,Agree,Agree,Disagree,Agree,Agree,Agree,Agree,34,7 - 12 months,I'm only fair at this,I'm OK at this,I'm OK at this,I'm OK at this,I'm OK at this,I'm OK at this,I'm OK at this,I'm OK at this,I'm OK at this,I'm only fair at this,I'm only fair at this,I'm only fair at this,I'm only fair at this,I'm OK at this,I'm only fair at this,Extremely important,Extremely important,Extremely important,Extremely important,Extremely important,Extremely important,Extremely important,Extremely important,Slightly unimportant,Extremely unimportant,Slightly important,Extremely unimportant,Slightly important,Slightly important,Slightly important,Slightly important
420,100,100,Disagree,Neither agree nor disagree,Agree,No,Quite unimportant,Often,Moderately so,No,Female,,Malay,,Bachelor’s degree,Islam,,Agree,Agree,Disagree,Agree,Disagree,Agree,Agree,25,more than 3 years but less than 5 years,I'm OK at this,I'm always poor at this,I'm only fair at this,I'm always good at this,I'm always poor at this,I'm OK at this,I'm OK at this,I'm OK at this,I'm OK at this,I'm always poor at this,I'm OK at this,I'm only fair at this,I'm OK at this,I'm OK at this,I'm always poor at this,Extremely important,Quite important,Quite important,Quite important,Extremely important,Quite important,Extremely important,Quite important,Slightly important,Extremely unimportant,Quite important,Extremely unimportant,Quite important,Slightly important,Quite unimportant,Slightly unimportant
429,100,100,Disagree,Neither agree nor disagree,Agree,No,Quite unimportant,Often,Moderately so,No,Female,,Malay,,Bachelor’s degree,Islam,,Agree,Agree,Agree,Agree,Strongly agree,Undecided,Disagree,34,NA,I'm always poor at this,I'm always poor at this,I'm always poor at this,I'm always poor at this,I'm only fair at this,I'm OK at this,I'm OK at this,I'm OK at this,I'm only fair at this,I'm OK at this,I'm OK at this,I'm OK at this,I'm always poor at this,I'm OK at this,I'm OK at this,Extremely important,Quite important,Quite important,Quite important,Quite important,Extremely important,Extremely important,Quite important,Slightly important,Slightly unimportant,Slightly important,Slightly important,Quite important,Slightly important,Quite important,Quite unimportant
438,100,100,Disagree,Neither agree nor disagree,Agree,No,Quite unimportant,Often,Moderately so,No,Female,,Malay,,Professional degree,Islam,,Disagree,Strongly disagree,Strongly agree,Disagree,Agree,Disagree,Strongly disagree,29,NA,I'm OK at this,I'm OK at this,I'm always good at this,I'm OK at this,I'm OK at this,I'm OK at this,I'm OK at this,I'm always good at this,I'm OK at this,I'm only fair at this,I'm only fair at this,I'm only fair at this,I'm OK at this,I'm OK at this,I'm OK at this,Extremely important,Extremely important,Extremely important,Extremely important,Quite important,Quite important,Extremely important,Quite important,Quite unimportant,Extremely unimportant,Slightly important,Slightly unimportant,Quite important,Slightly unimportant,Extremely unimportant,Extremely unimportant
439,100,100,Disagree,Neither agree nor disagree,Agree,No,Quite unimportant,Often,Moderately so,No,Female,,Chinese,,Bachelor’s degree,Christianity,,Disagree,Disagree,Agree,Strongly disagree,Agree,Undecided,Strongly disagree,33,more than 1 year but less than 3 years,I'm only fair at this,I'm only fair at this,I'm OK at this,I'm OK at this,I'm OK at this,I'm OK at this,I'm OK at this,I'm OK at this,I'm OK at this,I'm always good at this,I'm always good at this,I'm always good at this,I'm always good at this,I'm OK at this,I'm OK at this,Quite important,Quite important,Quite important,Quite important,Slightly important,Quite important,Extremely important,Quite important,Slightly important,Extremely unimportant,Quite unimportant,Quite unimportant,Quite important,Slightly important,Quite unimportant,Quite unimportant
444,100,100,Disagree,Neither agree nor disagree,Agree,No,Quite unimportant,Often,Moderately so,No,Male,,Chinese,,Doctorate,Christianity,,Agree,Agree,Undecided,Undecided,Disagree,Agree,Agree,39,NA,I'm always poor at this,I'm always poor at this,I'm always poor at this,I'm always poor at this,I'm always poor at this,I'm always poor at this,I'm only fair at this,I'm OK at this,I'm OK at this,I'm always poor at this,I'm only fair at this,I'm only fair at this,I'm only fair at this,I'm OK at this,I'm OK at this,Quite important,Slightly unimportant,Slightly important,Slightly important,Slightly important,Slightly important,Slightly unimportant,Slightly important,Slightly important,Slightly unimportant,Slightly unimportant,Slightly unimportant,Quite unimportant,Slightly important,Extremely unimportant,Slightly unimportant
445,100,100,Disagree,Neither agree nor disagree,Agree,No,Quite unimportant,Often,Moderately so,No,Male,,Chinese,,Master’s degree,Christianity,,Agree,Disagree,Disagree,Undecided,Agree,Strongly agree,Disagree,32,more than 1 year but less than 3 years,I'm OK at this,I'm OK at this,I'm only fair at this,I'm always good at this,I'm OK at this,I'm always good at this,I'm always poor at this,I'm always poor at this,I'm only fair at this,I'm OK at this,I'm OK at this,I'm only fair at this,I'm OK at this,I'm OK at this,I'm only fair at this,Extremely important,Slightly important,Slightly important,Quite important,Quite important,Slightly important,Slightly important,Slightly important,Slightly unimportant,Extremely unimportant,Slightly unimportant,Quite unimportant,Quite unimportant,Slightly unimportant,Extremely unimportant,Quite unimportant
12,100,NA,Disagree,Neither agree nor disagree,Agree,No,NA,NA,NA,NA,Female,,Malay,,College/Pre-university graduate,Islam,,Undecided,Agree,Agree,Undecided,Agree,Agree,Undecided,35,more than 5 years but less than 10 years,I'm OK at this,I'm always poor at this,I'm only fair at this,I'm always poor at this,I'm always poor at this,I'm always poor at this,I'm always good at this,I'm always good at this,I'm always good at this,I'm OK at this,I'm always poor at this,I'm only fair at this,I'm OK at this,I'm OK at this,I'm always good at this,Extremely important,Extremely important,Extremely important,Extremely important,Extremely important,Extremely important,Extremely important,Extremely important,NA,NA,NA,NA,NA,NA,NA,NA
21,100,NA,Disagree,Neither agree nor disagree,Agree,No,NA,NA,NA,NA,Female,,Indian,,Bachelor’s degree,Hinduism,,Strongly disagree,Strongly disagree,Strongly agree,Disagree,Strongly agree,Agree,Disagree,25,1 - 6 months,I'm OK at this,I'm OK at this,I'm only fair at this,I'm OK at this,I'm OK at this,I'm OK at this,I'm always good at this,I'm always good at this,I'm always good at this,I'm always good at this,I'm OK at this,I'm OK at this,I'm always good at this,I'm OK at this,I'm always good at this,Extremely important,Extremely important,Extremely important,Extremely important,Extremely important,Extremely important,Extremely important,Extremely important,NA,NA,NA,NA,NA,NA,NA,NA
